name,num_fights,wins,W_KO,W_SUB,W_DEC,losses,L_KO,L_SUB,L_DEC,average_head_hits_to_ko,average_head_hits_to_chin,average_takedowns_to_sub,average_takedowns_to_subed,average_takedowns,average_knockdowns,average_knocked_down,average_taken_down
Brady Hiestand,4,3,1,1,1,1,0,0,1,29.0,0,18.0,0,6.0,0.0,3.0,4.0
Garrett Armfield,3,1,0,0,1,2,0,2,0,0,0,0,4.0,0.0,1.0,0.0,6.0
Asu Almabayev,2,2,0,0,2,0,0,0,0,0,0,0,0,7.5,0.0,0,0
Jose Johnson,3,1,0,1,0,2,0,1,1,0,0,2.0,2.0,2.0,0.0,0.0,6.0
Josh Quinlan,4,1,1,0,0,3,1,0,2,2.0,77.0,0,0,1.0,1.0,0.33,0.67
Adam Fugitt,4,2,1,0,1,2,1,1,0,16.0,74.0,0,2.0,2.5,0.0,1.5,1.0
Jimmy Flick,5,2,0,2,0,3,2,0,1,0,28.5,1.5,0,1.5,0.0,0.33,1.0
Nate Maness,7,5,2,1,2,2,0,1,1,26.0,0,3.0,1.0,0.6,0.4,0.5,4.0
Carli Judice,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,2.0
Gabriella Fernandes,3,1,0,0,1,2,0,0,2,0,0,0,0,2.0,0.0,0.0,4.5
Jeka Saragih,3,1,1,0,0,2,1,1,0,3.0,36.0,0,1.0,1.0,1.0,0.0,1.5
Westin Wilson,3,1,0,1,0,2,2,0,0,0,22.5,1.0,0,1.0,0.0,0.5,1.0
Melquizael Costa,4,2,0,1,1,2,1,1,0,0,26.0,7.0,4.0,3.5,0.0,0.5,4.0
Shayilan Nuerdanbieke,6,3,1,0,2,3,1,1,1,19.0,14.0,0,2.0,4.67,1.0,0.33,1.67
Josefine Knutsson,2,2,0,0,2,0,0,0,0,0,0,0,0,1.5,0.0,0,0
Julia Polastri,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Nassourdine Imavov,8,6,3,0,3,2,0,0,2,42.33,0,0,0,1.5,0.17,0.0,3.5
Dominick Reyes,11,7,4,1,2,4,3,0,1,9.75,31.0,2.0,0,0.29,0.86,0.75,1.75
Dustin Jacoby,14,7,4,0,3,7,1,1,5,13.5,15.0,0,0.0,0.43,0.57,0.86,2.43
Ricky Turcios,4,2,0,0,2,2,0,1,1,0,0,0,4.0,2.0,0.5,0.5,8.5
Brunno Ferreira,4,3,3,0,0,1,1,0,0,16.33,5.0,0,0,0.33,1.0,0.0,2.0
Dustin Stoltzfus,7,2,0,1,1,5,2,2,1,0,11.0,11.0,2.0,5.5,0.5,0.4,1.2
Julian Marquez,7,3,0,3,0,4,3,0,1,0,47.33,0.0,0,0.0,0.33,1.0,3.25
Zach Reese,2,1,1,0,0,1,1,0,0,5.0,7.0,0,0,0.0,1.0,0.0,1.0
Miguel Baeza,7,3,2,1,0,4,2,0,2,18.5,21.0,2.0,0,0.67,1.0,0.5,1.25
Punahele Soriano,8,4,3,0,1,4,1,1,2,17.67,56.0,0,4.0,1.5,1.25,0.25,4.5
Thiago Moises,13,7,1,3,3,6,2,1,3,10.0,38.0,5.0,3.0,2.14,0.14,0.5,2.83
Ludovit Klein,9,6,2,0,4,3,0,1,2,22.0,0,0,1.0,2.0,0.83,0.0,0.67
Charles Radtke,3,2,1,0,1,1,1,0,0,23.0,5.0,0,0,0.5,1.0,1.0,0.0
Brad Katona,7,4,0,0,4,3,0,0,3,0,0,0,0,3.0,0.0,0.0,3.0
Jesse Butler,2,0,0,0,0,2,1,0,1,0,3.0,0,0,0,0,0.5,1.5
Andrea Lee,13,5,1,1,3,8,0,0,8,46.0,0,21.0,0,4.2,0.2,0.0,3.5
Montana De La Rosa,12,6,1,3,2,6,0,1,5,28.0,0,6.0,2.0,3.0,0.17,0.0,1.0
John Castaneda,7,4,1,1,2,3,1,0,2,23.0,52.0,10.0,0,2.5,1.0,0.67,1.33
Daniel Marcos,3,3,1,0,2,0,0,0,0,31.0,0,0,0,0.33,0.67,0,0
Eduarda Moura,2,1,1,0,0,1,0,0,1,55.0,0,0,0,8.0,0.0,0.0,0.0
Denise Gomes,5,3,2,0,1,2,0,0,2,22.5,0,0,0,1.33,0.67,0.0,7.0
Cody Stamann,14,7,1,0,6,7,0,2,5,23.0,0,0,1.0,3.71,0.29,0.0,2.0
Taylor Lapilus,7,5,1,0,4,2,0,0,2,24.0,0,0,0,0.4,0.4,0.0,7.0
Rayanne dos Santos,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Puja Tomar,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
Islam Makhachev,15,14,2,7,5,1,1,0,0,6.0,2.0,5.14,0,2.57,0.21,2.0,2.0
Dustin Poirier,30,22,11,4,7,8,3,4,1,42.0,13.67,7.0,4.0,1.27,0.64,0.38,4.25
Sean Strickland,22,16,4,1,11,6,2,0,4,74.25,7.0,18.0,0,1.12,0.38,0.5,2.33
Paulo Costa,10,6,4,0,2,4,1,0,3,26.5,24.0,0,0,0.5,0.67,0.5,1.25
Kevin Holland,21,13,5,5,3,8,1,2,5,23.2,103.0,2.8,2.0,1.08,0.38,0.0,5.25
Niko Price,15,8,4,2,2,7,5,1,1,11.5,38.8,5.5,0.0,1.38,0.62,0.71,1.57
Alex Morono,20,13,2,2,9,7,2,0,5,25.0,18.5,3.0,0,0.46,0.38,0.57,3.29
Randy Brown,18,13,3,3,7,5,2,2,1,26.67,21.0,3.0,1.0,0.69,0.38,0.8,3.2
Elizeu Zaleski dos Santos,15,10,3,1,6,5,1,0,4,22.33,45.0,9.0,0,0.9,0.2,1.2,4.2
Cesar Almeida,2,1,1,0,0,1,0,0,1,21.0,0,0,0,0.0,0.0,1.0,8.0
Roman Kopylov,8,5,4,0,1,3,0,2,1,34.0,0,0,2.0,1.4,1.0,0.0,1.67
Jailton Almeida,8,7,2,4,1,1,1,0,0,37.0,16.0,6.5,0,3.71,0.0,0.0,0.0
Alexandr Romanov,9,6,1,3,2,3,1,1,1,48.0,8.0,6.67,1.0,3.33,0.0,0.0,1.67
Grant Dawson,11,9,1,4,4,2,1,0,1,16.0,7.0,8.0,0,3.56,0.11,0.5,1.0
Joe Solecki,8,5,0,2,3,3,1,0,2,0,1.0,6.5,0,2.6,0.0,0.33,1.33
Phil Rowe,6,3,3,0,0,3,0,0,3,29.67,0,0,0,1.33,0.67,0.67,3.0
Jake Matthews,20,13,2,5,6,7,1,3,3,44.5,21.0,4.8,0.33,1.85,0.38,0.57,1.43
Mickey Gall,12,6,0,5,1,6,2,0,4,0,29.0,1.6,0,1.33,0.33,0.67,1.67
Bassil Hafez,2,1,0,0,1,1,0,0,1,0,0,0,0,6.0,0.0,0.0,2.0
Ailin Perez,4,3,0,0,3,1,0,1,0,0,0,0,2.0,6.33,0.33,0.0,2.0
Joselyne Edwards,8,4,0,0,4,4,0,0,4,0,0,0,0,1.75,0.0,0.25,4.75
Mitch Raposo,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Edson Barboza,30,18,9,0,9,12,4,2,6,22.89,49.75,0,0.0,0.61,0.89,0.58,2.33
Lerone Murphy,7,6,2,0,4,1,0,0,1,9.0,0,0,0,1.67,0.33,1.0,17.0
Khaos Williams,8,6,4,0,2,2,0,0,2,9.0,0,0,0,0.0,0.83,0.0,1.0
Carlston Harris,6,4,1,2,1,2,2,0,0,16.0,7.5,2.5,0,1.25,0.25,1.0,2.0
Themba Gorimbo,4,3,1,0,2,1,0,1,0,10.0,0,0,0.0,3.33,0.67,0.0,3.0
Ramiz Brahimaj,5,2,0,2,0,3,1,0,2,0,50.0,2.5,0,2.5,0.0,0.33,3.33
Adrian Yanez,8,6,5,0,1,2,2,0,0,28.8,18.5,0,0,0.0,1.0,1.5,0.0
Vinicius Salvador,3,0,0,0,0,3,1,0,2,0,27.0,0,0,0,0,0.33,1.0
Luana Pinheiro,4,2,0,0,2,2,1,1,0,0,57.0,0,2.0,4.5,0.5,0.5,1.5
Victor Martinez,2,0,0,0,0,2,2,0,0,0,11.0,0,0,0,0,0.5,0.0
Oumar Sy,1,1,0,1,0,0,0,0,0,0,0,2.0,0,2.0,0.0,0,0
Tuco Tokkos,1,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,0.0,2.0
Tamires Vidal,3,1,1,0,0,2,1,0,1,6.0,13.0,0,0,0.0,1.0,0.0,2.5
Melissa Gatto,5,3,3,0,0,2,0,0,2,22.0,0,0,0,2.0,0.33,0.0,2.0
Abus Magomedov,4,2,1,0,1,2,1,0,1,6.0,80.0,0,0,3.5,0.5,1.0,0.0
Warlley Alves,15,8,3,3,2,7,2,1,4,17.33,30.0,4.33,1.0,1.62,0.38,0.14,1.43
Piera Rodriguez,3,2,0,0,2,1,0,1,0,0,0,0,2.0,5.0,0.5,0.0,4.0
Ariane Carnelossi,4,2,1,1,0,2,1,0,1,23.0,60.0,5.0,0,2.5,0.0,0.5,6.0
Alatengheili,8,5,1,0,4,3,0,0,3,9.0,0,0,0,2.8,0.2,0.0,1.0
Kleydson Rodrigues,4,1,1,0,0,3,0,1,2,8.0,0,0,2.0,2.0,1.0,0.0,1.67
Emily Ducote,5,2,0,0,2,3,0,0,3,0,0,0,0,0.5,0.0,0.0,0.33
Derrick Lewis,29,19,15,0,4,10,7,2,1,24.33,22.57,0,5.0,0.53,0.53,0.4,4.8
Rodrigo Nascimento,7,5,1,1,3,2,2,0,0,41.0,23.0,6.0,0,1.2,0.0,1.5,1.5
Joaquin Buckley,13,9,6,0,3,4,3,0,1,21.83,25.33,0,0,1.67,0.89,1.0,2.0
Nursulton Ruziboev,3,2,2,0,0,1,0,0,1,8.0,0,0,0,0.5,0.5,1.0,4.0
Carlos Ulberg,7,6,4,1,1,1,1,0,0,8.75,81.0,3.0,0,0.5,0.83,1.0,1.0
Diego Ferreira,15,10,5,2,3,5,3,0,2,38.8,24.0,4.5,0,0.9,0.3,0.6,5.2
Mateusz Rebecki,4,3,1,1,1,1,1,0,0,24.0,94.0,10.0,0,3.33,1.0,0.0,4.0
Alex Caceres,28,16,2,4,10,12,1,5,6,23.5,5.0,3.25,3.2,0.81,0.31,0.42,3.83
Sean Woodson,8,6,1,0,5,2,0,1,1,23.0,0,0,3.0,0.83,0.33,1.0,3.5
Waldo Cortes-Acosta,5,4,0,0,4,1,0,0,1,0,0,0,0,0.75,0.0,0.0,4.0
Robelis Despaigne,2,1,1,0,0,1,0,0,1,7.0,0,0,0,0.0,1.0,0.0,3.0
Chase Hooper,9,6,2,3,1,3,1,0,2,37.0,19.0,3.33,0,1.67,0.17,1.33,2.67
Terrance McKinney,9,5,3,2,0,4,3,1,0,13.67,11.0,2.5,0.0,1.0,0.6,0.75,0.25
Tecia Pennington,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.0
Billy Ray Goff,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Trey Waters,2,2,0,0,2,0,0,0,0,0,0,0,0,0.5,0.0,0,0
JJ Aldrich,14,8,0,0,8,6,1,1,4,0,34.0,0,0.0,1.12,0.0,0.0,1.5
Veronica Hardy,3,3,0,0,3,0,0,0,0,0,0,0,0,1.67,0.0,0,0
Alexandre Pantoja,15,12,2,4,6,3,0,0,3,25.5,0,8.5,0,2.83,0.33,0.33,8.0
Jose Aldo,21,14,4,0,10,7,4,0,3,17.25,94.0,0,0,0.93,0.43,0.43,1.29
Jonathan Martinez,14,10,4,0,6,4,1,0,3,29.25,14.0,0,0,0.5,0.9,1.0,3.0
Vitor Petrino,5,4,1,1,2,1,0,1,0,6.0,0,16.0,0.0,4.0,0.25,0.0,5.0
Michel Pereira,10,9,2,3,4,1,0,0,1,4.5,0,3.67,0,1.22,0.33,0.0,1.0
Ihor Potieria,6,2,1,0,1,4,3,1,0,16.0,41.67,0,0.0,0.0,1.5,0.25,0.75
Paul Craig,18,9,3,6,0,9,5,2,2,22.0,15.8,2.67,1.5,1.78,0.11,0.44,1.11
Jack Shore,8,6,0,3,3,2,1,1,0,0,4.0,6.33,2.0,3.17,0.33,0.5,3.0
Joanderson Brito,6,5,3,2,0,1,0,0,1,12.33,0,3.5,0,1.4,0.2,0.0,3.0
Karolina Kowalkiewicz,17,9,0,1,8,8,1,2,5,0,32.0,5.0,1.0,0.56,0.0,0.12,2.12
Iasmin Lucindo,4,3,0,1,2,1,0,0,1,0,0,8.0,0,2.67,0.0,0.0,1.0
Myktybek Orolbai,2,2,0,1,1,0,0,0,0,0,0,12.0,0,6.0,0.5,0,0
Joaquim Silva,11,6,3,0,3,5,3,0,2,28.67,30.33,0,0,0.5,0.5,0.6,3.2
Drakkar Klose,11,9,2,0,7,2,1,0,1,28.0,8.0,0,0,1.56,0.22,1.0,6.0
Mauricio Ruffy,1,1,1,0,0,0,0,0,0,21.0,0,0,0,0.0,1.0,0,0
Jamie Mullarkey,11,5,2,0,3,6,4,0,2,13.5,21.5,0,0,3.2,0.4,1.0,0.5
Ernesta Kareckaite,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,2.0
Ismael Bonfim,3,2,1,0,1,1,0,1,0,16.0,0,0,2.0,1.0,0.5,0.0,3.0
Vinc Pichel,11,7,1,0,6,4,1,1,2,13.0,12.0,0,7.0,3.57,0.14,0.0,6.0
Alessandro Costa,4,2,2,0,0,2,1,0,1,34.5,23.0,0,0,0.5,1.0,1.0,1.0
Kevin Borjas,2,0,0,0,0,2,1,0,1,0,32.0,0,0,0,0,0.5,1.0
Matheus Nicolau,10,7,1,1,5,3,3,0,0,23.0,10.0,10.0,0,1.43,1.14,1.33,0.33
Ryan Spann,11,7,3,2,2,4,2,2,0,10.67,27.0,3.5,1.0,1.0,0.71,0.75,2.75
Bogdan Guskov,3,2,2,0,0,1,0,1,0,20.0,0,0,1.0,0.0,1.0,1.0,2.0
Ariane da Silva,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,5.0
Karine Silva,4,4,0,3,1,0,0,0,0,0,0,2.67,0,2.0,0.25,0,0
Austen Lane,2,0,0,0,0,2,2,0,0,0,12.0,0,0,0,0,1.0,0.0
Jonathan Pearce,8,5,2,1,2,3,1,1,1,54.5,24.0,29.0,1.0,5.8,0.0,0.0,3.33
David Onama,6,4,2,1,1,2,0,0,2,38.5,0,3.0,0,0.75,0.75,0.0,9.0
Tim Means,28,15,6,2,7,13,2,5,6,33.83,13.0,11.0,1.4,1.47,0.73,0.38,2.77
Uros Medic,6,4,4,0,0,2,0,2,0,29.5,0,0,4.0,0.25,1.25,0.5,4.0
Rani Yahya,20,13,0,7,6,7,2,0,5,0,45.5,5.86,0,3.15,0.0,0.86,2.86
Victor Henry,4,3,1,0,2,1,0,0,1,84.0,0,0,0,0.0,0.67,0.0,6.0
Austin Hubbard,9,4,1,0,3,5,0,2,3,28.0,0,0,0.0,3.25,0.0,0.0,2.8
Michal Figlak,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,3.0
Caio Machado,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.5,1.5
Marnic Mann,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,2.0
Ivana Petrovic,2,1,0,1,0,1,0,0,1,0,0,5.0,0,5.0,0.0,0.0,2.0
Liang Na,2,0,0,0,0,2,1,1,0,0,8.0,0,3.0,0,0,0.5,1.5
Gabriel Benitez,15,7,3,2,2,8,4,1,3,17.67,34.5,1.0,2.0,0.29,0.57,0.5,2.88
Maheshate,4,2,1,0,1,2,1,0,1,6.0,40.0,0,0,0.0,1.0,1.5,3.0
Jamahal Hill,8,6,4,0,2,2,2,0,0,28.5,15.0,0,0,0.0,0.67,0.5,7.0
Zhang Weili,11,9,2,2,5,2,1,0,1,34.0,5.0,12.5,0,2.78,0.33,1.0,3.0
Yan Xiaonan,11,8,1,0,7,3,1,0,2,12.0,27.0,0,0,1.38,0.25,0.0,5.33
Justin Gaethje,13,8,6,0,2,5,3,2,0,38.0,105.67,0,1.0,0.12,0.75,0.6,1.0
Max Holloway,28,21,10,2,9,7,0,1,6,77.8,0,4.0,1.0,0.38,0.43,0.0,3.43
Charles Oliveira,32,22,4,16,2,10,4,4,2,17.75,15.0,2.12,1.0,1.55,0.36,0.5,2.2
Arman Tsarukyan,11,9,4,0,5,2,0,0,2,31.0,0,0,0,3.33,0.33,0.0,5.0
Bo Nickal,3,3,1,2,0,0,0,0,0,7.0,0,2.0,0,1.33,0.33,0,0
Aleksandar Rakic,9,6,2,0,4,3,2,0,1,6.5,32.0,0,0,0.83,0.67,0.33,1.0
Calvin Kattar,13,7,4,0,3,6,1,0,5,34.75,21.0,0,0,0.71,0.71,0.0,1.67
Aljamain Sterling,19,15,2,4,9,4,2,0,2,47.5,12.0,10.25,0,2.73,0.0,1.25,5.75
Holly Holm,16,8,2,0,6,8,1,3,4,19.5,8.0,0,1.33,1.88,0.25,0.12,1.12
Kayla Harrison,1,1,0,1,0,0,0,0,0,0,0,2.0,0,2.0,0.0,0,0
Sodiq Yusuff,9,6,2,1,3,3,1,0,2,21.5,21.0,2.0,0,0.33,0.5,1.33,3.0
Jalin Turner,12,7,4,3,0,5,2,0,3,26.0,28.5,1.33,0,0.57,1.0,0.4,2.4
Renato Moicano,16,11,1,6,4,5,3,1,1,32.0,13.33,3.17,0.0,1.73,0.09,0.8,1.8
Marina Rodriguez,13,7,2,0,5,6,1,0,5,30.5,16.0,0,0,0.29,0.29,0.0,3.5
Bobby Green,24,13,3,2,8,11,4,0,7,11.67,20.75,10.5,0,1.62,0.38,0.45,1.82
Jim Miller,43,26,6,12,8,17,2,3,12,18.83,15.5,3.67,1.0,1.69,0.23,0.18,2.65
Cody Garbrandt,15,9,6,0,3,6,4,1,1,16.83,20.75,0,1.0,1.11,1.22,1.17,0.67
Brendan Allen,14,12,1,7,4,2,2,0,0,17.0,64.0,2.29,0,1.33,0.25,1.0,6.0
Chris Curtis,8,5,3,0,2,3,0,0,3,26.0,0,0,0,0.0,0.6,0.0,3.0
Alexander Hernandez,13,6,3,0,3,7,3,1,3,12.0,55.67,0,2.0,1.5,0.67,0.29,1.57
Morgan Charriere,2,1,1,0,0,1,0,0,1,16.0,0,0,0,2.0,1.0,0.0,1.0
Christos Giagos,14,6,1,2,3,8,2,4,2,4.0,23.5,11.0,1.0,3.67,0.17,0.25,1.38
Charlie Campbell,2,2,1,0,1,0,0,0,0,27.0,0,0,0,2.0,0.5,0,0
Court McGee,22,10,0,2,8,12,3,0,9,0,14.33,17.5,0,3.5,0.3,0.58,1.17
Germaine de Randamie,10,7,3,1,3,3,1,0,2,12.67,14.0,0.0,0,0.0,0.29,0.0,6.67
Pedro Falcao,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,0.0
Victor Hugo,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,0
Dan Argueta,4,1,0,0,1,3,0,1,2,0,0,0,2.0,17.0,0.0,0.0,2.0
Jean Matsumoto,1,1,0,1,0,0,0,0,0,0,0,2.0,0,2.0,0.0,0,0
Melissa Mullins,1,0,0,0,0,1,1,0,0,0,17.0,0,0,0,0,1.0,0.0
Nora Cornolle,2,2,1,0,1,0,0,0,0,17.0,0,0,0,0.0,0.5,0,0
Erin Blanchfield,6,5,0,3,2,1,0,0,1,0,0,4.0,0,2.4,0.0,0.0,3.0
Manon Fiorot,7,7,2,0,5,0,0,0,0,49.5,0,0,0,1.14,0.14,0,0
Vicente Luque,21,15,8,5,2,6,2,0,4,39.25,77.5,2.8,0,0.93,0.67,0.67,3.67
Chris Weidman,19,12,4,3,5,7,6,0,1,25.0,32.0,14.67,0,3.67,0.33,0.57,1.14
Chidi Njokuani,5,3,2,0,1,2,1,0,1,6.0,34.0,0,0,0.0,0.67,0.5,2.5
Rhys McKee,4,0,0,0,0,4,1,0,3,0,40.0,0,0,0,0,0.0,2.5
Nate Landwehr,8,5,1,2,2,3,2,0,1,34.0,6.5,2.5,0,1.0,0.2,1.33,1.0
Jamall Emmers,7,3,1,0,2,4,1,1,2,8.0,34.0,0,0.0,3.0,0.33,0.25,0.25
Julio Arce,10,6,3,1,2,4,1,0,3,35.67,15.0,4.0,0,0.67,0.5,1.0,0.25
Connor Matthews,1,0,0,0,0,1,1,0,0,0,44.0,0,0,0,0,1.0,0.0
Ibo Aslan,1,1,1,0,0,0,0,0,0,57.0,0,0,0,0.0,1.0,0,0
Anton Turkalj,4,0,0,0,0,4,2,1,1,0,34.5,0,3.0,0,0,0.5,2.5
Jacob Malkoun,6,4,1,0,3,2,1,0,1,16.0,7.0,0,0,7.75,0.0,0.5,2.0
Angel Pacheco,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,3.0
Amanda Ribas,11,7,1,2,4,4,2,0,2,57.0,42.0,9.5,0,2.71,0.14,0.5,1.0
Justin Tafa,8,4,4,0,0,4,1,0,3,6.0,2.0,0,0,0.0,1.0,0.25,1.75
AJ Dobson,4,1,0,0,1,3,1,0,2,0,19.0,0,0,5.0,0.0,0.33,2.33
Cameron Saaiman,5,3,2,0,1,2,1,0,1,26.5,52.0,0,0,1.0,0.33,0.5,4.5
Billy Quarantillo,10,6,3,1,2,4,1,1,2,62.0,13.0,10.0,2.0,1.67,0.33,0.5,4.25
Fernando Padilla,3,2,1,1,0,1,0,0,1,17.0,0,0.0,0,0.0,1.0,0.0,0.0
Luis Pajuelo,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,1.0,0.0
Steven Nguyen,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,0.0
Montserrat Rendon,2,1,0,0,1,1,0,0,1,0,0,0,0,6.0,0.0,0.0,0.0
Daria Zhelezniakova,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
Igor Severino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Battle,6,5,2,2,1,1,0,0,1,3.5,0,2.0,0,0.8,0.4,1.0,11.0
Ovince Saint Preux,27,15,6,5,4,12,4,3,5,10.5,19.5,3.0,2.0,1.0,0.4,0.5,2.0
Kennedy Nzechukwu,11,6,4,1,1,5,2,1,2,37.25,10.0,5.0,1.0,0.83,0.33,0.6,2.2
Bryan Barberena,19,9,4,1,4,10,2,3,5,51.25,88.0,2.0,2.67,0.22,0.67,0.5,6.2
Natan Levy,4,2,0,0,2,2,0,1,1,0,0,0,0.0,9.5,0.0,0.5,5.0
Mike Davis,5,4,1,1,2,1,0,1,0,96.0,0,14.0,3.0,3.5,0.75,0.0,5.0
Jafel Filho,3,2,0,2,0,1,0,1,0,0,0,1.0,4.0,1.0,0.0,1.0,4.0
Danny Silva,1,1,0,0,1,0,0,0,0,0,0,0,0,4.0,0.0,0,0
Cory McKenna,5,3,0,1,2,2,0,1,1,0,0,9.0,0.0,3.0,0.0,0.0,1.0
Mitch Ramirez,1,0,0,0,0,1,1,0,0,0,10.0,0,0,0,0,1.0,2.0
Chad Anheliger,4,2,1,0,1,2,0,1,1,53.0,0,0,1.0,2.0,1.0,0.0,5.5
Benoit Saint Denis,7,5,3,2,0,2,1,0,1,29.0,24.0,8.0,0,3.2,0.8,0.5,2.0
Jack Della Maddalena,7,7,4,1,2,0,0,0,0,31.5,0,1.0,0,0.14,0.86,0,0
Petr Yan,12,9,4,0,5,3,0,0,3,64.25,0,0,0,2.78,1.11,0.33,6.33
Song Yadong,14,10,5,1,4,4,1,0,3,22.4,62.0,8.0,0,0.8,0.7,0.0,4.0
Katlyn Cerminara,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,4.0
Maycee Barber,11,9,4,0,5,2,0,0,2,45.25,0,0,0,1.33,0.0,0.5,6.0
Rafael Dos Anjos,35,21,4,5,12,14,3,1,10,14.25,26.33,13.6,2.0,3.24,0.33,0.14,5.29
Pedro Munhoz,19,10,3,3,4,9,0,0,9,21.0,0,2.67,0,0.8,0.7,0.0,1.11
Kyler Phillips,7,6,1,1,4,1,0,0,1,22.0,0,15.0,0,2.5,0.33,0.0,8.0
Ion Cutelaba,16,6,4,0,2,10,3,4,3,20.75,15.0,0,0.5,5.67,0.33,0.3,0.9
Philipe Lins,6,4,1,0,3,2,1,0,1,17.0,6.0,0,0,1.75,0.25,0.5,0.0
Josh Parisian,7,2,1,0,1,5,2,1,2,27.0,11.0,0,1.0,2.5,0.0,0.4,2.8
CJ Vergara,6,3,1,0,2,3,0,1,2,57.0,0,0,3.0,0.0,0.0,0.67,5.33
Joanne Wood,17,9,1,1,7,8,0,5,3,58.0,0,19.0,0.8,2.11,0.33,0.25,1.75
Maryna Moroz,12,6,0,2,4,6,0,1,5,0,0,3.5,1.0,1.17,0.0,0.33,2.0
Tyson Pedro,11,6,4,2,0,5,1,1,3,11.25,23.0,2.0,0.0,0.67,0.83,0.4,2.4
Bekzat Almakhan,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,5.0
Eryk Anders,16,8,4,0,4,8,1,1,6,22.5,65.0,0,2.0,3.12,0.88,0.75,1.12
Jamie Pickett,9,2,0,0,2,7,2,2,3,0,37.0,0,2.0,3.5,0.5,0.57,1.43
Benardo Sopaj,1,0,0,0,0,1,1,0,0,0,39.0,0,0,0,0,1.0,2.0
Aiemann Zahabi,7,5,2,0,3,2,1,0,1,6.5,30.0,0,0,0.2,0.6,0.5,2.5
Javid Basharat,4,3,0,0,3,1,0,0,1,0,0,0,0,1.67,0.0,0.0,4.0
Claudio Ribeiro,4,1,1,0,0,3,3,0,0,34.0,24.0,0,0,1.0,1.0,0.67,0.67
AJ Cunningham,1,0,0,0,0,1,1,0,0,0,38.0,0,0,0,0,1.0,2.0
Abdul-Kareem Al-Selwady,1,0,0,0,0,1,1,0,0,0,33.0,0,0,0,0,1.0,4.0
Brandon Moreno,16,9,3,3,3,7,0,0,7,30.0,0,10.0,0,3.33,0.44,0.71,3.43
Brandon Royval,9,6,1,3,2,3,1,1,1,13.0,10.0,1.0,3.0,0.5,0.5,0.67,9.33
Yair Rodriguez,14,10,4,1,5,4,2,1,1,30.25,57.5,9.0,3.0,0.9,0.4,0.0,6.75
Francisco Prado,3,1,1,0,0,2,0,0,2,31.0,0,0,0,0.0,1.0,0.0,1.5
Chris Duncan,3,2,0,0,2,1,0,1,0,0,0,0,2.0,4.0,0.0,0.0,2.0
Cristian Quinonez,3,1,1,0,0,2,0,2,0,17.0,0,0,1.5,2.0,0.0,0.5,1.5
Raoni Barcelos,11,7,2,2,3,4,1,0,3,64.0,20.0,8.5,0,2.43,0.71,0.5,1.0
Mateus Mendonca,3,0,0,0,0,3,1,0,2,0,26.0,0,0,0,0,0.0,1.33
Daniel Lacerda,2,0,0,0,0,2,1,1,0,0,57.0,0,0.0,0,0,0.0,0.0
Claudio Puelles,8,5,0,3,2,3,2,0,1,0,24.0,6.33,0,3.8,0.0,1.0,1.33
Fares Ziam,7,5,0,0,5,2,0,1,1,0,0,0,0.0,1.0,0.0,0.0,8.5
Denys Bondar,3,0,0,0,0,3,1,1,1,0,3.0,0,0.0,0,0,0.0,1.0
Victor Altamirano,5,2,1,0,1,3,0,0,3,48.0,0,0,0,7.0,0.5,0.33,3.0
Erik Silva,2,0,0,0,0,2,1,1,0,0,1.0,0,2.0,0,0,0.0,1.5
Alexander Volkanovski,15,13,5,0,8,2,1,0,1,58.0,17.0,0,0,2.31,0.46,1.0,6.0
Ilia Topuria,7,7,4,1,2,0,0,0,0,14.25,0,9.0,0,1.29,0.71,0,0
Geoff Neal,11,7,4,1,2,4,0,1,3,55.5,0,4.0,0.0,0.57,1.0,0.25,0.75
Henry Cejudo,14,10,4,0,6,4,1,0,3,34.5,10.0,0,0,2.5,0.5,0.25,2.5
